Phase,Date of Departure,Date from Location,Unit,DO Base,District,Number,Type,,Notes
0,8/12/05,,Police (Intel),,Pidie,6,10 - Other BKO,
0,8/12/05,,Police (Provinsi),,Pidie,6,10 - Other BKO,
0,8/12/05,,Police (Samapta),,Bireuen,35,12 - Samapta BKO,
0,8/12/05,,Police (Bimmas),,Bireuen,5,10 - Other BKO,
0,8/12/05,,Police (Yustisi),,Bireuen,15,10 - Other BKO,
0,8/12/05,,Police (Intel),,Bireuen,6,10 - Other BKO,
0,8/12/05,,Police (Komlek),,Bireuen,1,10 - Other BKO,
0,8/12/05,,Police (Provinsi),,Bireuen,4,10 - Other BKO,
0,8/12/05,,Police (Samapta),,Lhokseumawe,70,12 - Samapta BKO,
0,8/12/05,,Police (Yustisi),,Lhokseumawe,5,10 - Other BKO,
0,8/12/05,,Police (Intel),,Lhokseumawe,6,10 - Other BKO,
0,8/12/05,,Police (Samapta),,Aceh Utara,35,12 - Samapta BKO,
0,8/12/05,,Police (Bimmas),,Aceh Utara,9,10 - Other BKO,
0,8/12/05,,Police (Penerangan) ,,Aceh Utara,3,10 - Other BKO,
0,8/12/05,,Police (Yustisi),,Aceh Utara,5,10 - Other BKO,
0,8/12/05,,Police (Intel),,Aceh Utara,6,10 - Other BKO,
0,8/12/05,,Police (Komlek),,Aceh Utara,2,10 - Other BKO,
0,8/12/05,,Police (Provinsi),,Aceh Utara,5,10 - Other BKO,
0,8/12/05,,Police (Bimmas),,Langsa,6,10 - Other BKO,
0,8/12/05,,Police (Komlek),,Langsa,1,10 - Other BKO,
0,8/12/05,,Police (Samapta),,Aceh Timur,70,12 - Samapta BKO,
0,8/12/05,,Police (Bimmas),,Aceh Timur,5,10 - Other BKO,
0,8/12/05,,Police (Penerangan) ,,Aceh Timur,6,10 - Other BKO,
0,8/12/05,,Police (Yustisi),,Aceh Timur,20,10 - Other BKO,
0,8/12/05,,Police (Intel),,Aceh Timur,16,10 - Other BKO,
0,8/12/05,,Police (Provinsi),,Aceh Timur,4,10 - Other BKO,,
0,8/12/05,,Police (Komlek),,Tamiang,1,10 - Other BKO,,
0,8/12/05,,Police (Samapta),,Aceh Barat,35,12 - Samapta BKO,,
0,8/12/05,,Police (Yustisi),,Aceh Barat,10,10 - Other BKO,,
0,8/12/05,,Police (Intel),,Aceh Barat,12,10 - Other BKO,,
0,8/12/05,,Police (Komlek),,Aceh Barat,1,10 - Other BKO,,
0,8/12/05,,Police (Provinsi),,Aceh Barat,6,10 - Other BKO,,
0,8/12/05,,Police (Komlek),,Nagan Raya,2,10 - Other BKO,,
0,8/12/05,,Police (Samapta),,Aceh Selatan,35,12 - Samapta BKO,,
0,8/12/05,,Police (Yustisi),,Aceh Selatan,5,10 - Other BKO,,
0,8/12/05,,Police (Samapta),,Aceh Barat Daya,35,12 - Samapta BKO,,
0,8/12/05,,Police (Yustisi),,Aceh Barat Daya,5,10 - Other BKO,,
0,8/12/05,,Police (Intel),,Aceh Barat Daya,6,10 - Other BKO,,
0,8/12/05,,Police (Komlek),,Aceh Barat Daya,1,10 - Other BKO,,
0,8/12/05,,Police (Komlek),,Aceh Tenggara,2,10 - Other BKO,,
0,8/12/05,,Brimob,,Aceh Tenggara,-100,3 - Brimob,,Probably redeployed to Aceh Tenggara
0,8/12/05,,Brimob,,Gayo Luwes,100,3 - Brimob,,Probably redeployed from Gayo Luwes
1,9/14/05,,Police (Air),,Aceh Besar,95,10 - Other BKO,,
1,9/14/05,,Pol (Udara),,Aceh Besar,4,10 - Other BKO,,
1,9/14/05,,Police (PJB),,Aceh Besar,1,10 - Other BKO,,
1,9/14/05,,Brimob,,Aceh Besar ,250,3 - Brimob,,
1,9/14/05,,Brimob,,Pidie,210,3 - Brimob,,
1,9/14/05,,Brimob,,Bireuen,100,3 - Brimob,,
1,9/14/05,,Brimob,,Lhokseumawe,111,3 - Brimob,,
1,9/14/05,,Brimob,,Aceh Utara,20,3 - Brimob,,
1,9/14/05,,Brimob,,Aceh Timur,210,3 - Brimob,,
1,9/14/05,,Brimob,,Aceh Barat,200,3 - Brimob,,
1,9/14/05,,Brimob,,Aceh Selatan,100,3 - Brimob,,
1,9/14/05,,Brimob,,Gayo Luwes,100,3 - Brimob,,
1,9/20/05,,YONIF 320 320 Inf Bn,Banda Aceh,Aceh Besar,414,1 -TNI regular,CONFIRMED,
1,9/21/05,,YONIF 403 430 Inf Bn,Bireuen,Bireuen,408,1 -TNI regular,CONFIRMED,
1,8/22/05,,YONIF 330 330 Inf Bn,Langsa,Aceh Timur,650,1 -TNI regular,CONFIRMED,
1,9/20/05,,YONIF 742 742 Inf Bn,Langsa,Aceh Timur,426,1- TNI regular,CONFIRMED
1,9/23/05,,YONIF 132 132 Inf Bn,Langsa,,432,1 -TNI regular,CHECK (H. Pree)
1,9/21/05,,YONIF 133 133 Inf Bn,Lhokseumawe,Bireuen,643,1 -TNI regular,CONFIRMED
1,9/17/05,,1st Artillery Bn,Lhokseumawe,Lhokseumawe,146,1 -TNI regular,CONFIRMED
1,9/17/05,,YONIF 125 125 Inf Bn,Lhokseumawe,Lhokseumawe,650,1 -TNI regular,CONFIRMED
1,9/20/05,,YONIF 514 514 Inf Bn,Lhokseumawe,Lhokseumawe,388,1 -TNI regular,CONFIRMED
1,9/21/05,,KI PARAKO 15 15 KOPASSUS Coy,Lhoksuemawe,Aceh Utara,124,2 - TNI special forces,CONFIRMED
1,9/21/05,,TON KAVTAI Cavalry Recce,Lhoksuemawe,Lhokseumawe,9,1 -TNI regular,CONFIRMED
1,9/20/05,,YONIF 407 407 Inf Bn,Meulaboh,Nagan Raya,650,1 -TNI regular,CONFIRMED
1,9/20/05,,YONIF 144 144 Inf Bn,Sigli,Pidie,429,1 -TNI regular,CONFIRMED
1,9/20/05,,YONIF 515 515 Inf Bn,Sigli,Pidie,650,1 -TNI regular,CONFIRMED
1,8/22/05,,YONIF 321 321 Inf Bn,,Aceh Tengah,650,1 -TNI regular,CONFIRMED
2,10/24/05,,KI PARAKO 14 KOPASSUS,Banda Aceh,Aceh Besar,131,2 - TNI special forces,CONFIRMED
2,10/19/05,,YONIF 521 521 Inf Bn,Lamno,Aceh Jaya,650,1 -TNI regular,CONFIRMED
2,10/18/05,,YONIF 433 433 Inf Bn,Lamno,Aceh Jaya or Aceh Utara,488,1 -TNI regular,CHECK
2,10/19/05,,YONIF 8 MAR 8th Marine Bn,Langsa,Aceh Timur,200,7 - Marines,ESTIMATES
2,10/19/05,,YONIF 8 MAR 8th Marine Bn,,Tamiang,100,7 - Marines,ESTIMATES
2,10/19/05,,YONIF 8 MAR 8th Marine Bn,,Aceh Utara,100,7 - Marines,ESTIMATES
2,10/19/05,,YONIF 8 MAR 8th Marine Bn,,Pidie,100,7 - Marines,ESTIMATES
2,10/19/05,,YONIF 8 MAR 8th Marine Bn,,Brieuen,100,7 - Marines,ESTIMATES
2,10/22/05,,Air Force SF COY,Lhokseumawe,Lhokseumawe,130,6 - Airforce special forces,CONFIRMED
2,10/24/05,,Military Police Task Force,Lhokseumawe,Lhokseumawe,138,5 - Military police,CONFIRMED
2,10/24/05,,Tactical Intel Unit,Lhokseumawe,Lhokseumawe,220,8 -  admin,CONFIRMED
2,10/22/05,,YONIF 712 712 Inf Bn,Lhokseumawe,Lhokseumawe,488,1 -TNI regular,CHECK (Cot Tinggi)
2,10/20/05,,OV-10 SQN,Medan,,156,?,
2,10/18/05,,YONIF 312 312 Inf Bn,Meulaboh,,433,1 -TNI regular,CHECK DISTRICT
2,10/24/05,,KI KAV 8 Bn,Sigli,Pidie,300,1 -TNI regular,CHECK could be Lhok
2,10/24/05,,YONIF 143 143 Inf Bn,Tapaktuan,Aceh Selatan,650,1 -TNI regular,CONFIRMED
2,10/14/05,,Brimob,,Aceh Selatan,112,3 - Brimob,CONFIRMED
2,10/20/05,,YONIF 623 623 Inf Bn,,Aceh Selatan,428,1 -TNI regular,CONFIRMED
2,10/14/05,,Brimob,,Aceh Tengah,47,3 - Brimob,CONFIRMED
2,10/14/05,,Brimob,,Aceh Tenggara,100,3 - Brimob,CONFIRMED
2,10/14/05,,Brimob,,Aceh Timur,100,3 - Brimob,CONFIRMED,
2,10/14/05,,Brimob,,Banda Aceh,300,3 - Brimob,CONFIRMED,
2,10/14/05,,Brimob,,Bener Meriah,53,3 - Brimob,CONFIRMED,
2,10/14/05,,Brimob,,Bireuen,100,3 - Brimob,CONFIRMED,
2,10/14/05,,Brimob,,Langsa,113,3 - Brimob,CONFIRMED,
2,10/14/05,,Brimob,,Pidie,123,3 - Brimob,CONFIRMED,
2,10/20/05,,YONIF 743 843 Inf Bn,,Pidie,427,1 -TNI regular,CONFIRMED,
2,10/24/05,,SATGAS LA (Naval Task Force),,Sabang,858,8 -  admin,CONFIRMED,
3,,11/19/05,Brimob,,Aceh Barat,100,3 - Brimob,CONFIRMED by Yuhki,
3,,11/19/05,Police (Samapta),,Aceh Barat,70,12 - Samapta BKO,CONFIRMED by Yuhki,
3,,11/18/05,KI PARAKO 17 KOPASSUS,,Aceh Besar,131,2 - TNI special forces,CONFIRMED,
3,,11/18/05,YONIF 122 122 Inf Bn,,Aceh Besar,488,1 -TNI regular,CONFIRMED,
3,,11/23/05,KOSATPUR (Task Force Command) Joint Team 6,,Aceh Jaya,6,2 - TNI special forces,CONFIRMED,
3,,11/19/05,YON ZIPUR 5 5th ENGR Bn/BRW,,Aceh Jaya,450,8 -  admin,CONFIRMED,
3,,11/23/05,KOSATPUR (Task Force Command) Joint Team 7,,Aceh Selatan,15,2 - TNI special forces,CONFIRMED,
3,,11/19/05,Brimob,,Aceh Selatan,100,3 - Brimob,CONFIRMED by Yuhki,
3,,11/19/05,Police (Samapta),,Aceh Selatan,80,12 - Samapta BKO,CONFIRMED by Yuhki,
3,,11/19/05,Police (Samapta),,Aceh Barat Daya,60,12 - Samapta BKO,CONFIRMED by Yuhki,
3,,11/20/05,YOINF 413 413 Bn/K,,Aceh Selatan,488,1 -TNI regular,CHECK Could be Nagan Raya,
3,,11/19/05,Police (Samapta),,Aceh Tengah,130,12 - Samapta BKO,CONFIRMED by Yuhki,
3,,11/19/05,Police (Bimmas),,Aceh Tengah,6,10 - Other BKO,CONFIRMED by Yuhki,
3,,11/19/05,Police (Samapta),,Aceh Tenggara,60,12 - Samapta BKO,CONFIRMED by Yuhki,
3,,11/19/05,Police (Bimmas),,Aceh Tenggara,5,10 - Other BKO,CONFIRMED by Yuhki,
3,,11/19/05,Police (Samapta),,Aceh Timur,150,12 - Samapta BKO,CONFIRMED by Yuhki,
3,,11/19/05,Police (Bimmas),,Aceh Timur,9,10 - Other BKO,CONFIRMED by Yuhki,
3,,11/17/05,YONIF 408 408 Bn Inf/IV,,Aceh Timur,488,1 -TNI regular,CONFIRMED,
3,,11/22/05,YONIF 511 511 Bn/V,,Aceh Timur,488,1 -TNI regular,CONFIRMED,
3,,11/23/05,Air Force Coy-II,,Aceh Utara,95,8 -  admin,CONFIRMED,
3,,11/22/05,Communications Unit,,Aceh Utara,92,8 -  admin,CONFIRMED,
3,,11/17/05,KI KAV 4 4th Cavalry Coy/III,,Aceh Utara,114,1 -TNI regular,CONFIRMED,
3,,11/23/05,KOSATPUR (Task Force Command) Joint Team 2,,Aceh Utara,11,2 - TNI special forces,CONFIRMED,
3,,11/19/05,Police (Samapta),,Aceh Utara,80,12 - Samapta BKO,CONFIRMED by Yuhki,
3,,11/19/05,Police (Bimmas),,Aceh Utara,4,10 - Other BKO,CONFIRMED by Yuhki,
3,,11/19/05,Police (Samapta),,Lhokseumawe,50,12 - Samapta BKO,CONFIRMED by Yuhki,
3,,11/19/05,Police (Bimmas),,Lhokseumawe,3,10 - Other BKO,CONFIRMED by Yuhki,
3,,11/16/05,YONIF 410 410 Inf Bn/IV,,Aceh Utara,488,1 -TNI regular,CONFIRMED,
3,,11/19/05,Police (Samapta),,Banda Aceh,100,12 - Samapta BKO,CONFIRMED by Yuhki,
3,,11/19/05,Police (Bimmas),,Banda Aceh,11,10 - Other BKO,CONFIRMED by Yuhki,
3,,11/19/05,YONIF 725 725 Inf  Bn/VII,,Bener Meriah,488,1 -TNI regular,CONFIRMED,
3,,11/23/05,KOSATPUR (Task Force Command) Joint Team 3,,Bireuen,45,2 - TNI special forces,CONFIRMED,
3,,11/19/05,Brimob,,Bireuen,100,3 - Brimob,CONFIRMED by Yuhki,
3,,11/19/05,Police (Samapta),,Bireuen,50,12 - Samapta BKO,CONFIRMED by Yuhki,
,11/14/05,11/23/05,Police (Bimmas),,Bireuen,4,10 - Other BKO,CONFIRMED by Yuhki,
,11/14/05,,Police (Organic),,Banda Aceh,-87,4 - Police,,Changes in Organic Police
,11/14/05,,Police (PNS),,Banda Aceh,6,11 - Police PNS,,Changes in Organic Police
,11/14/05,,Police (Organic),,Pidie,-27,4 - Police,,Changes in Organic Police
,11/14/05,,Police (PNS),,Pidie,-1,11 - Police PNS,,Changes in Organic Police
,11/14/05,,Police (Organic),,Bireuen,-58,4 - Police,,Changes in Organic Police
,11/14/05,,Police (Organic),,Lhokseumawe,-433,4 - Police,,Changes in Organic Police
,11/14/05,,Police (PNS),,Lhokseumawe,-25,11 - Police PNS,,Changes in Organic Police
,11/14/05,,Police (Organic),,Aceh Utara,82,4 - Police,,Changes in Organic Police
,11/14/05,,Police (PNS),,Aceh Utara,22,11 - Police PNS,,Changes in Organic Police
,11/14/05,,Police (Organic),,Langsa,-70,4 - Police,,Changes in Organic Police
,11/14/05,,Police (PNS),,Langsa,-14,11 - Police PNS,,Changes in Organic Police
,11/14/05,,Police (Organic),,Aceh Timur,-56,4 - Police,,Changes in Organic Police
,11/14/05,,Police (PNS),,Aceh Timur,18,11 - Police PNS,,Changes in Organic Police
,11/14/05,,Police (Organic),,Tamiang,-68,4 - Police,,Changes in Organic Police
,11/14/05,,Police (PNS),,Tamiang,-2,11 - Police PNS,,Changes in Organic Police
,11/14/05,,Police (Organic),,Aceh Barat,-63,4 - Police,,Changes in Organic Police
,11/14/05,,Police (Organic),,Nagan Raya,-24,4 - Police,,Changes in Organic Police
,11/14/05,,Police (Organic),,Aceh Jaya,18,4 - Police,,Changes in Organic Police
,11/14/05,,Police (Organic),,Simeulu,-1,4 - Police,,Changes in Organic Police
,11/14/05,,Police (Organic),,Aceh Selatan,24,4 - Police,,Changes in Organic Police
,11/14/05,,Police (Organic),,Aceh Barat Daya,-19,4 - Police,,Changes in Organic Police
,11/14/05,,Police (Organic),,Singkil,-41,4 - Police,,Changes in Organic Police
,11/14/05,,Police (Organic),,Aceh Tengah,-76,4 - Police,,Changes in Organic Police
,11/14/05,,Police (Organic),,Bener Meriah,-27,4 - Police,,Changes in Organic Police
,11/14/05,,Police (Organic),,Aceh Tenggara,-28,4 - Police,,Changes in Organic Police
,11/14/05,,Police (PNS),,Aceh Tenggara,1,11 - Police PNS,,Changes in Organic Police
,11/14/05,,Police (Organic),,Gayo Luwes,-18,4 - Police,,Changes in Organic Police
,11/14/05,,Police (PNS),,Gayo Luwes,-1,11 - Police PNS,,Changes in Organic Police
,11/14/05,,Police (Organic),,Sabang,-40,4 - Police,,Changes in Organic Police
3,,11/17/05,YONIF 315 315 Inf Bn/III,,Bireuen,488,1 -TNI regular,CONFIRMED,
3,,11/16/05,YONIF 516 516 Inf Bn/V,,Bireuen,488,1 -TNI regular,CONFIRMED,
3,,11/23/05,KI KAV 7 7th Cavalry Coy,,Lhokseumawe,144,1 -TNI regular,CONFIRMED,
3,,11/23/05,Tim Anjing (Dog Team),,Lhokseumawe,4,?,CONFIRMED,
3,,11/23/05,KOSATPUR (Task force command) Joint Team 4,,Pidie,19,2 - TNI special forces,CONFIRMED,
3,11/14/05,,Police (Samapta),,Pidie,170,12 - Samapta BKO,CONFIRMED by Yuhki,
,11/14/05,,Police (Bimmas),,Pidie,8,10 - BKO ,CONFIRMED by Yuhki,
3,,11/18/05,YONIF 726 726 Inf Bn/VII,,Pidie,485,1 -TNI regular,CONFIRMED,
4,1/5/06,,Brimob,,Banda Aceh,230,3 - Brimob,CONFIRMED by Yuhki,
4,1/5/06,,Polisi Udara,,Banda Aceh,4,10 - BKO ,CONFIRMED by Yuhki,
4,1/5/06,,Brimob,,Pidie,292,3 - Brimob,CONFIRMED by Yuhki,
4,1/5/06,,Brimob,,Bireuen,200,3 - Brimob,CONFIRMED by Yuhki,
4,1/5/06,,Brimob,,Lhokseumawe,78,3 - Brimob,CONFIRMED by Yuhki,
4,1/5/06,,Brimob,,Aceh Utara,322,3 - Brimob,CONFIRMED by Yuhki,
4,1/5/06,,Police (Sat Wa),,Aceh Utara,15,10 - Other BKO,CONFIRMED by Yuhki,
4,1/5/06,,Brimob,,Aceh Timur,402,3 - Brimob,CONFIRMED by Yuhki,
4,1/5/06,,Police (Sat Wa),,Aceh Timur,14,10 - Other BKO,CONFIRMED by Yuhki,
4,1/5/06,,Brimob,,Aceh Barat,220,3 - Brimob,CONFIRMED by Yuhki,
4,1/5/06,,Brimob,,Aceh Selatan,108,3 - Brimob,CONFIRMED by Yuhki,
4,1/5/06,,Brimob,,Aceh Barat Daya,100,3 - Brimob,CONFIRMED by Yuhki,
4,1/5/06,,Brimob,,Aceh Tengah,200,3 - Brimob,CONFIRMED by Yuhki,
4,12/29/05,,Satban 3 Intel Admin Intel Task Force,Lhokseumawe,Aceh Utara,70,8 -  admin,CONFIRMED,
4,12/29/05,,Satgas Komlek Electronic Communication Task Force,Lhokseumawe,Lhokseumawe,62,8 -  admin,CONFIRMED,
4,12/20/05,,SATGAS KUM Legal Detachment,Lhokseumawe,Lhokseumawe,34,8 -  admin,CONFIRMED,
4,12/29/05,,Satgas Mupe Marine Task Force,Lhokseumawe,Lhokseumawe,58,8 -  admin,CONFIRMED
4,12/29/05,,Satgas Pen Info Information Task Force,Lhokseumawe,Lhokseumawe,14,8 -  admin,CONFIRMED
4,12/27/05,,Tim Pemora Aerial Imaging Team,Lhokseumawe,Lhokseumawe,7,8 -  admin,CONFIRMED
4,12/29/05,,Satgas Banmin Admin Task Force,Lhokseumawe,Lhoksuemawe,644,8 -  admin,CONFIRMED
4,12/30/05,,Sat Intel Tis Combat Intel Units,Lhokseumawe,Lhokseumawe,509,8 -  admin,CHECK (from across Aceh)
4,12/27/05,,Satgas Hely Helicopter Task Force,Lhokseumawe,Lhokseumawe,50,8 -  admin,CHECK (Rudai)
4,12/27/05,,Satgas Obvit Obvit Security Task Force,Lhokseumawe,Lhokseumawe,5,8 -  admin,CONFIRMED
4,12/29/05,,Dengkul-1 Combat Detachment 1,,Aceh Besar,262,2 - TNI special forces,CONFIRMED
4,12/29/05,,Intel Strat Strategic Intel Unit,,Aceh Besar,48,8 -  admin,CONFIRMED
4,12/27/05,,Satgas Pur 5 Combat Task Force 5,,Aceh Besar,1,2 - TNI special forces,CONFIRMED
4,12/27/05,,YONIF 303 303 Inf Bn,,Aceh Selatan,459,1 -TNI regular,CONFIRMED
4,12/27/05,,YONIF 301 301 Inf Bn,,Aceh Tengah,488,1 -TNI regular,CONFIRMED
4,12/27/05,,Satgas Pur 1 Combat Task Force 1,,Aceh Timur,45,2 - TNI special forces,CONFIRMED
4,12/29/05,,YONIF 5 Marine 5 Marine Bn,,Aceh Timur,625,7 - Marines,CONFIRMED
4,12/29/05,,Dengkul-2 Combat Detachment 2,,Aceh Utara,305,2 - TNI special forces,CONFIRMED
4,12/20/05,,KI PARAKO 16 16 PARAKO Coy,,Aceh Utara,131,2 - TNI special forces,CONFIRMED
4,12/20/05,,KI PASKHAS Air Force Special Force Coy,,Aceh Utara,340,6 - Airforce special forces,CONFIRMED
4,12/27/05,,YONIF 131 131 Inf Bn,,Aceh Utara,641,1 -TNI regular,CONFIRMED
4,12/20/05,,YONIF 641 641 Inf Bn,,Aceh Utara,433,1 -TNI regular,CONFIRMED
4,12/29/05,,YONIF Kav 3 3 Cavalry Bn,,Aceh Utara,419,1 -TNI regular,CONFIRMED
4,12/20/05,,Denkul Platoon 600 Raider/Combat Detachment,,Banda Aceh,25,2 - TNI special forces,CONFIRMED
4,12/29/05,,Makoops TNI SECOPSCOMM HQ,,Lhokseumawe,52,8 -  admin,CONFIRMED
4,12/30/05,,Satgas POM Military Police Task Force,,Lhokseumawe,258,5 - Military police,CONFIRMED
4,12/20/05,,YONIF 4 MAR 4 Marine Bn,,Pidie,654,1 -TNI regular,CONFIRMED
4,12/29/05,,Kolibry Kolibry Aircraft,,Sabang,12,?,CONFIRMED
4,12/29/05,,Satgas UD Air Force Task Force,,Sabang,30,8 -  admin,CONFIRMED
4,12/30/05,,BABINSA,,,926,9 - Babinsa,From all over Aceh
